t mean std min max stdmean
5.11754693031392 0.199507977409666 0.058909389699425 0.106744345683786 0.277456394389125 0.295273354300323
5.60147158750278 0.172320850411295 0.0511093423577758 0.106889386194945 0.278476621428846 0.296594069932849
6.18218117612941 0.218578029424738 0.0658103294271511 0.138894267801243 0.349266244996588 0.301083917721984
6.87903268248137 0.265101251735175 0.0772903082212589 0.15813829189541 0.394034239145915 0.291550144389618
7.71525449010371 0.294759175007578 0.087328540840768 0.193341164725666 0.469672839559751 0.296270814431893
8.71872065925053 0.3651370255702 0.1005851939012 0.241180564370418 0.528574707846622 0.275472457892009
9.92288006222671 0.443293159329177 0.118043255140357 0.298675696378997 0.646392709147259 0.266287111939621
11.3678713457981 0.567110007262347 0.123549129581167 0.397115830738573 0.775530459611687 0.217857431537111
13.1018608860838 0.700982337443564 0.0973222413834629 0.555847874364545 0.919028967855591 0.138836938086615
15.1826483344267 0.91932110996534 0.0874286405316418 0.790064033722495 1.3489407517422 0.0951013085459748
17.6795932724381 1.4256799255603 0.171087284203087 1.12297665659127 1.92801704163388 0.120003993277698
20.6759271980518 2.35786472821281 0.309252978975093 1.7723996332986 3.3172088018406 0.131158066565378
24.2715279087882 4.57995435104439 0.559287925400933 3.28325416432036 5.95990652833901 0.122116484692341
28.5862487616719 8.1035644809079 2.31611937890284 4.46593000328432 13.470303015213 0.285814888541906
33.7639137851323 20.386937125514 3.6732143646534 14.4983274147035 35.9540674614399 0.180174900331468
39.9771118132849 37.9012271403048 13.0456116248504 17.4294240389056 103.122664333572 0.344200243874886
47.4329494470679 59.8917221887051 23.2292953579637 17.4294240389056 163.238607762007 0.387854857216721
56.3799546076076 90.1937870981358 30.486369123876 58.4759241660478 184.7881805938 0.338009635749136
67.1163608002552 129.395007426306 46.3824100200088 82.2203549089574 285.300030643234 0.358455947741452
80.0000482314323 169.621239204561 61.9408247419039 106.039252249569 312.643482979362 0.365171396178777
95.4604731488448 214.117792800807 80.6733400514535 128.318117819012 393.599943874789 0.376770837192889
114.01298304974 262.822100136075 101.525069875313 155.013278040077 492.125313394586 0.38628817676576
